TemperatureC,DewPointC,Humidity,SeaLevelPressurehPa,VisibilityKm,WindSpeedKmh,WindDirDegrees,Office_Autumn
13.9,2.8,47.0,1017.3,16.1,11.1,130,173.06
16.1,2.8,41.0,1017.9,16.1,16.7,120,202.72
15.6,2.8,42.0,1018.0,16.1,9.3,150,206.14
16.7,3.3,41.0,1017.2,16.1,7.4,150,210.95
17.2,3.3,40.0,1016.3,16.1,9.3,130,214.5
16.7,5.6,48.0,1015.3,16.1,13.0,80,213.38
17.8,4.4,41.0,1015.0,16.1,7.4,0,215.78
18.3,4.4,40.0,1015.1,16.1,0.0,0,214.21
17.8,5.0,43.0,1015.2,16.1,7.4,70,212.77
17.8,5.6,45.0,1015.4,16.1,11.1,50,188.93
17.2,6.1,48.0,1015.9,16.1,5.6,330,162.53
15.0,6.7,58.0,1016.2,16.1,0.0,0,156.23
13.9,6.7,62.0,1016.4,16.1,0.0,0,151.38
13.9,6.7,62.0,1016.4,16.1,0.0,0,131.46
13.9,7.2,64.0,1016.5,16.1,0.0,0,124.26
12.2,7.8,75.0,1016.4,16.1,0.0,0,121.54
16.7,8.9,60.0,1012.7,16.1,9.3,110,121.21
16.1,8.9,62.0,1012.8,16.1,9.3,80,111.51
15.0,8.9,67.0,1012.7,16.1,9.3,90,102.51
14.4,8.3,67.0,1012.4,16.1,9.3,100,117.08
13.9,8.3,69.0,1012.3,16.1,11.1,100,115.75
13.9,7.8,67.0,1012.5,16.1,11.1,100,111.54
14.4,7.2,62.0,1013.0,16.1,14.8,120,110.75
14.4,7.2,62.0,1013.5,16.1,9.3,120,129.9
16.7,6.7,52.0,1013.8,16.1,7.4,120,171.4
18.9,5.6,42.0,1014.1,16.1,9.3,0,196.98
21.7,5.6,35.0,1014.1,16.1,11.1,90,202.51
24.4,5.0,29.0,1013.1,16.1,11.1,130,205.44
25.0,3.9,25.0,1012.3,16.1,0.0,0,200.68
26.1,3.9,24.0,1011.3,16.1,0.0,0,207.64
27.8,3.3,21.0,1010.1,16.1,11.1,250,205.92
27.8,2.2,19.0,1009.8,16.1,9.3,0,202.69
27.2,0.0,17.0,1009.7,16.1,18.5,300,204.27
26.1,2.2,21.0,1010.1,16.1,22.2,270,180.16
23.3,3.3,27.0,1010.2,16.1,5.6,240,155.48
22.2,3.9,30.0,1010.8,16.1,5.6,210,155.31
22.2,3.3,29.0,1011.0,16.1,13.0,240,158.22
21.7,3.3,30.0,1011.4,16.1,7.4,340,131.42
21.1,3.3,31.0,1011.6,16.1,0.0,0,115.39
18.9,4.4,38.0,1011.9,16.1,0.0,0,110.76
18.3,1.1,32.0,1009.9,16.1,7.4,260,106.12
17.8,2.2,35.0,1010.2,16.1,13.0,70,102.03
17.8,1.7,34.0,1010.0,16.1,7.4,150,79.08
16.1,1.1,36.0,1010.1,16.1,9.3,60,73.15
16.1,1.1,36.0,1010.3,16.1,5.6,20,66.17
15.0,1.1,39.0,1011.0,16.1,0.0,0,96.29
15.0,-1.1,33.0,1011.8,16.1,13.0,110,113.27
16.1,-1.7,30.0,1012.6,16.1,9.3,100,115.77
18.9,0.0,28.0,1013.4,16.1,9.3,110,119.85
22.8,-2.2,19.0,1013.8,16.1,16.7,100,125.26
23.9,-3.3,16.0,1013.7,16.1,13.0,90,130.72
26.1,-5.6,12.0,1013.5,16.1,7.4,0,133.47
27.2,-5.6,11.0,1012.9,16.1,7.4,290,128.87
27.8,-6.7,10.0,1012.1,16.1,5.6,330,132.38
29.0,-9.0,8.0,1012.8,16.1,5.6,0,131.68
29.4,-8.3,8.0,1011.2,16.1,5.6,170,126.98
28.9,-9.4,8.0,1011.1,16.1,7.4,0,123.31
28.0,-8.0,9.0,1012.4,16.1,11.1,240,122.62
26.7,-7.8,10.0,1011.5,16.1,9.3,250,118.96
24.4,-3.9,15.0,1012.2,16.1,9.3,250,86.56
25.0,-5.6,13.0,1012.9,16.1,7.4,270,75.82
22.0,-3.0,19.0,1014.8,16.1,0.0,0,72.66
22.2,-3.3,18.0,1013.9,16.1,7.4,70,70.72
20.0,-0.6,25.0,1013.8,16.1,13.0,80,69.79
18.3,-5.6,19.0,1010.7,16.1,11.1,90,70.08
17.2,-4.4,23.0,1010.6,16.1,7.4,90,69.63
16.7,-6.1,21.0,1010.7,16.1,9.3,80,68.9
15.6,-3.3,27.0,1010.9,16.1,11.1,110,70.69
15.0,-5.0,25.0,1011.0,16.1,13.0,90,68.51
14.4,-3.9,28.0,1011.4,16.1,9.3,90,76.13
14.4,-5.0,26.0,1012.1,16.1,9.3,100,86.55
17.8,-5.0,21.0,1012.7,16.1,9.3,110,121.75
20.6,-6.1,16.0,1013.0,16.1,13.0,90,123.33
22.2,-7.2,13.0,1013.3,16.1,11.1,90,120.61
25.0,-7.2,11.0,1013.1,16.1,5.6,0,124.55
26.7,-10.6,8.0,1012.4,16.1,9.3,100,119.41
28.3,-10.6,7.0,1011.5,16.1,9.3,190,122.59
28.3,-10.0,8.0,1010.9,16.1,9.3,80,122.39
30.0,-9.4,7.0,1009.7,16.1,9.3,180,123.02
28.9,-9.4,8.0,1009.0,16.1,5.6,0,124.63
29.4,-8.9,8.0,1008.5,16.1,9.3,220,123.58
29.4,-9.4,7.0,1008.2,16.1,9.3,340,119.98
28.3,-8.9,8.0,1008.3,16.1,11.1,0,114.39
27.2,-7.2,10.0,1008.9,16.1,13.0,310,100.15
26.7,-7.2,10.0,1009.5,16.1,11.1,310,90.76
23.3,-5.0,15.0,1009.7,16.1,0.0,0,90.59
23.3,-5.6,14.0,1009.7,16.1,0.0,0,87.85
22.2,-5.0,16.0,1009.6,16.1,0.0,0,87.77
20.0,1.7,30.0,1012.1,16.1,9.3,90,88.04
18.9,3.9,37.0,1011.6,16.1,9.3,80,86.06
18.3,2.2,34.0,1011.5,16.1,11.1,80,88.91
17.8,3.3,38.0,1011.7,16.1,5.6,90,113.61
16.7,2.8,39.0,1011.8,16.1,7.4,110,117.65
16.7,3.3,41.0,1012.1,16.1,0.0,0,113.29
17.2,3.9,41.0,1012.7,16.1,5.6,110,115.04
19.4,2.8,33.0,1012.9,16.1,5.6,110,132.97
22.2,2.8,28.0,1012.8,16.1,7.4,210,174.19
23.3,1.1,23.0,1012.7,16.1,0.0,0,203.83
24.4,1.7,23.0,1012.2,16.1,11.1,320,203.79
26.1,1.1,20.0,1011.6,16.1,5.6,0,208.23
27.8,1.1,18.0,1011.0,16.1,7.4,0,208.09
28.9,0.6,16.0,1010.6,16.1,14.8,280,205.81
30.0,0.6,15.0,1009.7,16.1,9.3,0,208.91
30.0,-0.6,14.0,1009.0,16.1,7.4,0,207.15
31.1,-2.2,12.0,1008.7,16.1,27.8,260,203.1
30.0,-2.8,12.0,1008.4,16.1,13.0,250,180.7
29.4,-2.2,13.0,1008.4,16.1,16.7,240,157.15
28.3,-1.7,14.0,1009.0,16.1,7.4,210,156.66
27.2,-0.6,16.0,1009.5,16.1,5.6,220,159.32
26.7,-0.6,17.0,1010.2,16.1,5.6,220,122.92
25.0,1.1,21.0,1010.4,16.1,7.4,90,109.03
23.9,1.7,23.0,1010.4,16.1,9.3,90,104.76
28.9,17.8,51.0,1007.2,16.1,22.2,280,100.21
28.3,17.2,51.0,1006.9,16.1,16.7,290,96.34
28.3,17.2,51.0,1006.8,16.1,13.0,280,80.4
27.8,18.3,56.0,1006.9,16.1,13.0,300,106.73
27.8,18.9,58.0,1007.2,16.1,11.1,290,110.98
27.2,18.9,60.0,1007.7,16.1,16.7,280,109.56
27.2,19.4,62.0,1007.9,16.1,13.0,280,111.41
27.2,18.9,60.0,1008.3,16.1,14.8,270,127.54
27.8,18.9,58.0,1008.5,16.1,9.3,0,171.91
28.3,18.9,56.0,1008.4,16.1,7.4,0,197.26
29.4,19.4,55.0,1008.4,16.1,14.8,280,201.95
30.0,19.4,53.0,1008.0,16.1,13.0,310,206.52
30.6,18.3,48.0,1007.2,16.1,14.8,300,207.72
32.2,18.3,43.0,1006.3,16.1,18.5,310,206.88
33.3,16.7,37.0,1005.4,16.1,18.5,290,203.37
33.3,15.6,34.0,1004.6,16.1,0.0,0,202.87
34.4,15.0,31.0,1003.9,16.1,16.7,290,197.39
33.9,15.6,33.0,1003.5,16.1,16.7,260,172.78
33.9,15.6,33.0,1003.6,16.1,20.4,270,149.55
32.2,16.1,38.0,1003.8,16.1,13.0,230,153.73
32.2,16.1,38.0,1004.2,16.1,9.3,230,153.67
31.7,16.7,40.0,1004.4,16.1,7.4,230,127.08
31.1,16.7,42.0,1004.4,16.1,7.4,240,122.6
30.6,16.7,43.0,1004.3,16.1,0.0,0,123.97
29.4,1.1,16.0,1006.9,16.1,7.4,140,116.33
28.9,1.7,17.0,1006.8,16.1,9.3,140,111.77
28.3,5.0,23.0,1007.3,16.1,14.8,160,103.82
27.8,5.0,23.0,1007.6,16.1,7.4,160,108.45
27.2,3.9,22.0,1008.1,16.1,0.0,0,106.95
26.7,7.8,30.0,1008.7,16.1,9.3,120,108.28
28.3,8.3,28.0,1009.2,16.1,13.0,150,108.05
30.0,9.4,28.0,1009.9,16.1,11.1,130,127.4
31.1,10.0,27.0,1010.2,16.1,16.7,150,173.99
33.3,9.4,23.0,1009.7,16.1,25.9,180,193.57
35.0,9.4,21.0,1009.4,16.1,18.5,160,207.02
35.6,10.0,21.0,1008.7,16.1,16.7,180,205.73
37.2,9.4,18.0,1008.0,16.1,25.9,180,207.78
37.2,7.8,16.0,1006.9,16.1,22.2,180,208.03
38.9,7.8,15.0,1005.8,16.1,20.4,230,207.65
39.4,8.9,16.0,1004.9,16.1,24.1,190,208.27
77.8,17.200000000000003,32.0,2011.5,32.2,44.5,430,205.26
37.8,9.4,18.0,1004.1,16.1,24.1,260,181.42
36.7,12.2,23.0,1004.6,16.1,38.9,290,155.52
35.0,11.1,23.0,1005.4,16.1,33.3,290,155.05
34.4,12.2,26.0,1006.1,16.1,31.5,280,155.55
33.3,13.3,30.0,1007.2,16.1,25.9,280,122.01
32.8,12.8,29.0,1007.8,16.1,22.2,280,110.04
32.2,11.7,28.0,1008.2,16.1,16.7,290,102.71
32.2,16.7,39.0,1009.5,16.1,22.2,110,99.6
32.2,16.1,38.0,1009.5,16.1,13.0,140,86.73
32.2,16.7,39.0,1009.5,16.1,13.0,150,81.81
31.1,17.2,43.0,1009.0,16.1,7.4,200,101.13
30.6,17.2,44.0,1008.7,16.1,5.6,120,106.53
30.6,17.8,46.0,1009.5,16.1,11.1,130,108.41
31.1,17.8,45.0,1010.0,16.1,9.3,130,106.7
31.1,17.8,45.0,1010.6,16.1,11.1,100,130.71
32.2,17.2,40.0,1010.9,16.1,18.5,120,172.85
32.8,17.8,41.0,1010.9,16.1,11.1,130,198.98
35.0,16.7,33.0,1010.2,16.1,9.3,0,200.53
36.1,16.1,30.0,1009.6,16.1,5.6,160,204.64
37.2,13.9,25.0,1008.6,16.1,5.6,0,204.15
38.3,13.3,22.0,1007.4,16.1,14.8,80,208.41
38.9,13.3,22.0,1006.3,16.1,5.6,0,210.79
39.4,13.3,21.0,1005.4,16.1,9.3,0,210.52
40.0,13.3,20.0,1004.8,16.1,9.3,250,209.46
39.4,13.9,22.0,1004.4,16.1,7.4,0,184.43
38.9,13.3,22.0,1004.9,16.1,5.6,270,159.85
38.3,13.3,22.0,1005.0,16.1,9.3,170,158.26
37.2,13.9,25.0,1005.6,16.1,7.4,190,162.22
37.2,15.0,26.0,1006.2,16.1,5.6,170,137.67
36.7,13.9,25.0,1006.5,16.1,9.3,150,127.71
35.6,15.6,30.0,1006.8,16.1,5.6,180,123.25
31.7,16.1,39.0,1009.3,16.1,7.4,330,118.43
31.7,16.7,40.0,1009.6,16.1,9.3,320,107.65
31.1,17.8,45.0,1009.4,16.1,16.7,300,93.69
31.1,17.8,45.0,1009.5,16.1,13.0,290,109.07
30.6,18.9,49.0,1009.4,16.1,7.4,310,109.86
30.0,19.4,53.0,1010.3,16.1,18.5,340,107.77
29.4,20.0,57.0,1010.8,16.1,0.0,0,107.65
29.4,20.6,59.0,1011.2,16.1,13.0,350,127.2
30.0,20.6,57.0,1011.3,16.1,7.4,330,173.36
31.1,20.0,51.0,1011.3,16.1,7.4,240,194.21
32.2,20.0,48.0,1011.6,16.1,9.3,200,198.92
33.3,18.9,42.0,1011.5,16.1,5.6,170,206.12
33.3,18.3,41.0,1011.2,16.1,14.8,160,206.29
33.3,17.8,39.0,1010.9,16.1,16.7,160,205.12
33.3,16.7,37.0,1010.3,16.1,27.8,190,207.04
33.3,15.6,34.0,1009.9,16.1,29.6,180,202.85
32.8,15.6,35.0,1009.4,16.1,20.4,170,201.02
31.1,15.6,39.0,1009.7,16.1,14.8,180,177.56
30.6,15.6,40.0,1009.7,16.1,9.3,140,149.36
30.0,16.7,44.0,1010.1,16.1,11.1,120,152.26
28.9,16.7,47.0,1010.6,16.1,13.0,140,149.54
27.8,18.3,56.0,1010.9,16.1,14.8,150,114.98
27.8,18.3,56.0,1010.7,16.1,11.1,120,101.95
27.2,18.3,58.0,1011.0,16.1,13.0,110,95.36
27.2,10.0,34.0,1014.8,16.1,11.1,80,87.68
26.1,10.6,38.0,1014.9,16.1,11.1,80,74.72
25.0,11.1,42.0,1014.9,16.1,7.4,90,70.7
25.0,11.1,42.0,1014.8,16.1,5.6,60,62.62
25.6,11.1,40.0,1015.0,16.1,11.1,60,64.4
23.9,12.2,48.0,1015.6,16.1,5.6,120,92.36
23.9,12.2,48.0,1016.0,16.1,5.6,0,101.48
27.8,12.8,39.0,1016.6,16.1,16.7,80,107.28
28.3,12.2,37.0,1017.2,16.1,20.4,80,106.03
30.6,11.7,31.0,1016.8,16.1,20.4,90,110.83
30.6,11.7,31.0,1016.7,16.1,11.1,90,108.27
31.1,12.2,31.0,1016.2,16.1,9.3,0,111.61
31.7,11.7,29.0,1014.9,16.1,11.1,120,112.73
33.3,11.1,26.0,1013.9,16.1,5.6,0,108.8
33.9,11.1,25.0,1012.9,16.1,0.0,0,115.35
33.9,10.6,24.0,1012.5,16.1,0.0,0,118.64
33.9,10.6,24.0,1012.3,16.1,5.6,120,121.05
33.3,11.1,26.0,1012.3,16.1,0.0,0,115.55
32.8,11.1,26.0,1012.6,16.1,5.6,260,112.21
31.7,11.7,29.0,1012.6,16.1,0.0,0,85.48
30.0,12.2,33.0,1013.1,16.1,0.0,0,70.29
28.9,12.8,37.0,1013.1,16.1,0.0,0,72.3
27.8,12.8,39.0,1013.4,16.1,0.0,0,67.51
26.7,13.9,45.0,1013.1,16.1,5.6,220,67.76
15.6,3.3,44.0,1011.8,16.1,14.8,90,65.96
15.6,2.8,42.0,1011.9,16.1,13.0,80,66.78
14.4,2.8,46.0,1012.1,16.1,14.8,80,68.43
13.9,2.2,45.0,1011.8,16.1,13.0,80,65.45
13.3,2.8,49.0,1012.0,16.1,11.1,100,67.68
13.3,3.3,51.0,1012.2,16.1,11.1,80,70.77
13.9,3.3,49.0,1012.8,16.1,5.6,120,79.53
14.4,3.9,49.0,1013.3,16.1,9.3,100,113.33
15.6,5.0,49.0,1013.9,16.1,7.4,110,117.3
17.2,6.7,50.0,1013.8,16.1,11.1,120,118.55
17.2,5.6,46.0,1014.3,16.1,7.4,270,117.37
18.3,1.7,33.0,1014.1,16.1,24.1,230,122.55
20.6,1.7,29.0,1013.3,16.1,13.0,220,122.73
21.7,1.1,26.0,1012.5,16.1,31.5,260,121.06
21.1,1.1,27.0,1012.3,16.1,25.9,250,122.87
21.7,0.0,24.0,1012.3,16.1,24.1,250,121.82
20.6,-1.7,22.0,1012.9,16.1,35.2,270,123.11
18.9,-1.7,25.0,1013.7,16.1,20.4,250,117.16
18.3,-2.2,25.0,1015.0,16.1,20.4,260,114.0
17.2,-4.4,23.0,1016.0,16.1,22.2,300,93.25
16.7,-5.0,22.0,1016.8,16.1,22.2,310,86.36
15.0,-5.0,25.0,1017.6,16.1,7.4,250,86.04
14.4,-5.0,26.0,1018.2,16.1,9.3,260,82.46
13.9,-4.4,28.0,1018.7,16.1,11.1,250,83.16
12.2,2.2,51.0,1014.6,16.1,9.3,120,80.49
11.1,2.2,54.0,1013.9,16.1,9.3,110,82.88
10.6,2.2,56.0,1014.0,16.1,5.6,120,81.33
12.8,0.6,43.0,1013.1,16.1,14.8,130,108.64
11.7,0.0,45.0,1013.5,16.1,9.3,110,112.91
10.0,1.1,54.0,1014.2,16.1,11.1,90,108.38
11.1,0.6,49.0,1014.2,16.1,9.3,110,111.36
11.7,0.6,47.0,1014.4,16.1,13.0,120,129.43
13.9,0.6,40.0,1014.7,16.1,13.0,110,179.5
15.6,0.0,35.0,1015.3,16.1,14.8,100,201.38
17.8,-0.6,29.0,1015.5,16.1,7.4,80,209.23
20.0,-1.7,23.0,1014.2,16.1,5.6,0,213.98
22.2,-0.6,22.0,1012.4,16.1,7.4,140,211.88
23.3,-0.6,21.0,1011.4,16.1,9.3,110,213.57
24.4,-0.6,19.0,1010.5,16.1,9.3,120,213.57
25.0,-2.2,17.0,1010.2,16.1,0.0,0,212.63
24.4,-1.1,19.0,1009.8,16.1,0.0,0,209.54
22.2,-0.6,22.0,1009.9,16.1,0.0,0,185.49
20.0,0.6,27.0,1009.6,16.1,0.0,0,158.15
18.3,1.1,32.0,1009.2,16.1,0.0,0,153.91
17.8,1.7,34.0,1009.0,16.1,11.1,90,158.51
15.6,2.2,41.0,1009.2,16.1,11.1,90,119.91
15.6,1.7,39.0,1008.7,16.1,13.0,100,110.42
14.4,1.1,41.0,1007.9,16.1,16.7,80,109.16
27.2,12.8,41.0,1013.4,16.1,0.0,0,105.91
26.7,12.8,42.0,1013.9,16.1,7.4,80,95.81
25.0,13.3,48.0,1013.9,16.1,5.6,90,80.28
26.1,12.8,44.0,1014.1,16.1,9.3,80,116.7
24.4,12.2,46.0,1014.5,16.1,11.1,100,110.1
24.4,12.8,48.0,1015.0,16.1,7.4,100,109.48
23.9,12.8,50.0,1015.5,16.1,7.4,110,111.91
26.1,12.8,44.0,1016.4,16.1,7.4,110,127.54
28.3,13.3,39.0,1016.8,16.1,5.6,130,180.87
30.0,13.9,37.0,1016.8,16.1,0.0,0,200.25
30.6,13.9,36.0,1016.4,16.1,0.0,0,209.69
32.2,13.9,33.0,1015.8,16.1,7.4,300,215.16
33.9,13.3,29.0,1014.7,16.1,0.0,0,218.66
35.6,12.2,24.0,1013.4,16.1,18.5,270,218.47
35.6,11.7,23.0,1012.6,16.1,16.7,300,223.8
36.1,10.6,21.0,1012.0,16.1,14.8,290,221.58
35.6,10.0,21.0,1011.7,16.1,13.0,290,213.86
35.0,10.0,22.0,1011.4,16.1,16.7,260,190.61
33.9,10.6,24.0,1011.7,16.1,11.1,260,164.36
31.7,11.7,29.0,1012.2,16.1,0.0,0,157.56
32.2,11.1,27.0,1012.3,16.1,0.0,0,158.9
30.6,11.7,31.0,1012.7,16.1,0.0,0,138.48
29.4,12.8,36.0,1012.7,16.1,0.0,0,128.02
28.3,13.3,39.0,1012.8,16.1,5.6,110,124.51
27.8,12.8,39.0,1012.3,16.1,0.0,0,113.98
26.7,13.9,45.0,1012.3,16.1,9.3,100,111.5
26.1,13.3,45.0,1012.2,16.1,5.6,100,97.28
25.6,13.3,46.0,1012.1,16.1,9.3,60,112.65
25.0,12.8,47.0,1012.4,16.1,9.3,120,114.39
25.0,12.2,45.0,1012.8,16.1,13.0,120,110.66
25.0,12.2,45.0,1013.4,16.1,7.4,100,110.92
26.7,12.8,42.0,1013.8,16.1,9.3,110,126.52
28.3,12.2,37.0,1014.0,16.1,14.8,120,179.9
31.1,12.2,31.0,1014.0,16.1,11.1,120,203.68
32.2,12.8,30.0,1013.7,16.1,9.3,110,209.45
34.4,12.2,26.0,1013.0,16.1,5.6,0,215.35
34.4,11.7,25.0,1011.7,16.1,0.0,0,218.61
35.0,10.6,22.0,1010.4,16.1,5.6,0,220.43
36.7,9.4,19.0,1009.6,16.1,0.0,0,220.15
37.2,8.9,18.0,1009.1,16.1,5.6,340,218.83
37.2,10.6,20.0,1008.7,16.1,11.1,220,221.21
36.1,9.4,19.0,1008.6,16.1,14.8,260,192.9
34.4,11.1,24.0,1008.8,16.1,11.1,260,161.98
32.2,11.7,28.0,1009.0,16.1,5.6,240,166.25
33.3,10.6,25.0,1008.9,16.1,5.6,290,163.95
32.8,12.2,28.0,1009.3,16.1,0.0,0,131.7
31.1,11.1,29.0,1009.1,16.1,7.4,50,113.54
27.8,12.8,39.0,1009.1,16.1,5.6,160,114.2
27.2,12.2,39.0,1009.3,16.1,11.1,110,108.3
27.2,9.4,33.0,1009.2,16.1,7.4,110,91.54
26.1,10.0,36.0,1008.8,16.1,7.4,130,80.01
26.1,11.1,39.0,1008.6,16.1,11.1,110,114.7
24.4,11.1,43.0,1008.7,16.1,0.0,0,110.84
25.0,9.4,37.0,1009.3,16.1,7.4,100,109.4
25.0,9.4,37.0,1009.7,16.1,9.3,120,107.92
27.2,7.8,29.0,1010.3,16.1,11.1,80,131.37
29.4,7.2,25.0,1010.6,16.1,5.6,130,178.68
31.7,6.7,21.0,1010.8,16.1,9.3,130,201.1
33.9,8.3,20.0,1010.7,16.1,9.3,140,208.94
34.4,7.8,19.0,1010.0,16.1,5.6,70,212.77
35.0,8.9,20.0,1009.2,16.1,11.1,160,206.32
34.4,8.9,21.0,1008.3,16.1,9.3,130,209.83
33.9,11.1,25.0,1008.3,16.1,14.8,140,208.29
33.9,10.6,24.0,1008.1,16.1,13.0,120,207.72
33.9,10.6,24.0,1007.9,16.1,14.8,130,197.28
32.8,10.6,25.0,1008.3,16.1,11.1,140,174.49
32.2,10.6,26.0,1008.6,16.1,11.1,110,150.29
31.7,10.6,27.0,1008.6,16.1,11.1,90,149.41
30.0,11.7,32.0,1008.6,16.1,7.4,190,154.67
30.6,11.1,30.0,1008.8,16.1,13.0,70,130.34
30.0,11.1,31.0,1009.0,16.1,13.0,150,118.26
29.4,11.7,33.0,1008.8,16.1,5.6,130,114.94
29.4,11.1,32.0,1009.0,16.1,11.1,110,110.16
28.9,11.1,33.0,1009.0,16.1,7.4,130,105.77
28.3,11.1,34.0,1008.9,16.1,14.8,80,93.96
27.2,10.6,35.0,1009.0,16.1,9.3,100,109.11
25.6,11.1,40.0,1009.1,16.1,11.1,120,109.02
26.1,10.6,38.0,1009.7,16.1,11.1,100,107.71
25.0,11.1,42.0,1010.1,16.1,16.7,80,115.4
26.1,11.7,40.0,1010.7,16.1,11.1,100,130.18
27.8,11.7,37.0,1011.4,16.1,16.7,140,175.22
30.0,11.7,32.0,1010.9,16.1,18.5,130,198.21
32.8,11.1,26.0,1010.3,16.1,20.4,140,207.29
33.9,10.6,24.0,1009.7,16.1,11.1,150,212.57
35.0,10.0,22.0,1008.5,16.1,18.5,130,211.43
35.0,9.4,21.0,1007.5,16.1,16.7,140,209.84
55.0,31.1,97.0,2021.5,29.0,74.0,500,210.27
26.1,17.2,58.0,1010.3,16.1,27.8,300,199.74
47.9,36.3,140.0,2024.5,29.0,37.099999999999994,240,192.24
24.4,17.2,64.0,1011.5,16.1,14.8,70,168.37
24.4,16.7,62.0,1012.2,16.1,16.7,50,146.8
25.0,16.7,60.0,1011.7,16.1,18.5,40,148.24
25.0,16.1,58.0,1011.9,16.1,7.4,10,152.28
25.0,16.7,60.0,1011.7,16.1,5.6,190,120.21
23.9,17.2,66.0,1011.8,16.1,9.3,160,100.72
24.4,17.2,64.0,1011.3,16.1,13.0,70,92.57
23.9,16.7,64.0,1011.3,16.1,5.6,90,94.0
23.9,17.2,66.0,1011.4,16.1,0.0,0,77.71
25.0,15.0,54.0,1011.6,16.1,5.6,0,65.51
24.4,15.0,56.0,1011.5,16.1,5.6,40,63.51
23.3,17.2,68.0,1011.8,16.1,9.3,90,65.35
23.3,15.6,62.0,1011.8,16.1,11.1,80,88.77
22.8,15.6,64.0,1012.3,16.1,11.1,90,99.81
23.3,14.4,57.0,1012.4,16.1,13.0,70,105.32
25.0,14.4,52.0,1013.2,16.1,9.3,100,108.77
27.8,13.3,41.0,1012.9,16.1,18.5,90,112.02
28.3,13.3,39.0,1012.7,16.1,24.1,120,116.7
28.9,12.8,37.0,1012.2,16.1,16.7,100,117.45
29.4,11.7,33.0,1011.4,16.1,9.3,110,108.72
30.6,12.2,32.0,1010.4,16.1,18.5,70,105.37
30.6,12.2,32.0,1009.8,16.1,14.8,80,112.4
31.1,12.2,31.0,1008.9,16.1,25.9,70,111.08
30.0,12.2,33.0,1009.0,16.1,22.2,70,111.56
29.4,12.8,36.0,1009.1,16.1,16.7,60,108.75
28.9,12.8,37.0,1009.8,16.1,9.3,110,106.81
27.2,15.0,47.0,1009.9,16.1,22.2,50,82.37
26.7,14.4,47.0,1010.2,16.1,18.5,70,67.62
25.6,15.6,54.0,1010.9,16.1,18.5,90,69.83
25.6,15.0,52.0,1011.3,16.1,20.4,120,63.97
25.0,15.6,56.0,1011.3,16.1,20.4,100,65.17
24.4,15.6,58.0,1010.8,16.1,13.0,120,64.15
23.9,15.6,60.0,1010.8,16.1,7.4,120,64.69
23.9,15.6,60.0,1010.6,16.1,9.3,160,65.83
23.3,15.0,59.0,1010.7,16.1,5.6,120,63.03
22.8,15.6,64.0,1011.2,16.1,9.3,120,66.43
22.8,16.1,66.0,1011.3,16.1,7.4,110,68.3
22.2,16.1,68.0,1011.7,16.1,5.6,110,76.49
23.3,16.1,64.0,1012.1,16.1,7.4,110,104.4
25.6,15.6,54.0,1012.5,16.1,13.0,110,108.58
27.8,15.0,45.0,1012.5,16.1,16.7,120,113.43
29.4,14.4,40.0,1011.8,16.1,18.5,120,112.04
30.6,12.8,33.0,1010.9,16.1,24.1,150,116.36
32.2,13.9,33.0,1010.0,16.1,16.7,130,114.21
32.2,14.4,34.0,1008.8,16.1,11.1,180,116.5
31.7,15.0,36.0,1008.0,16.1,11.1,160,117.31
61.7,30.6,77.0,2016.9,32.2,40.8,330,111.57
25.6,18.3,64.0,1008.7,16.1,11.1,350,110.54
51.7,36.6,126.0,2018.0,32.2,18.5,380,104.55
142.79999999999998,105.00000000000001,407.0,6061.199999999999,59.50000000000001,111.19999999999999,1250,105.99
44.4,35.5,151.0,2019.8,32.2,22.3,90,90.8
22.8,18.9,79.0,1009.5,16.1,0.0,0,84.83
22.8,19.4,81.0,1009.9,16.1,11.1,120,83.65
23.3,20.0,82.0,1009.6,16.1,7.4,80,80.16
22.8,19.4,81.0,1009.6,16.1,14.8,80,82.21
22.8,20.0,84.0,1009.4,16.1,14.8,90,80.69
22.8,19.4,81.0,1010.1,16.1,11.1,80,80.31
21.1,19.4,90.0,1010.2,16.1,7.4,200,81.56
21.7,18.9,84.0,1010.0,16.1,0.0,0,104.92
21.7,19.4,87.0,1010.2,16.1,7.4,100,109.99
21.1,19.4,90.0,1010.5,16.1,0.0,0,105.48
20.0,18.9,93.0,1011.1,16.1,0.0,0,108.47
22.2,18.9,81.0,1011.4,16.1,7.4,90,130.22
23.3,18.3,73.0,1012.0,16.1,0.0,0,183.19
25.6,17.8,62.0,1011.9,16.1,0.0,0,204.47
27.2,17.2,54.0,1011.6,16.1,9.3,200,214.55
27.2,16.1,50.0,1010.8,16.1,7.4,0,220.37
28.9,15.0,43.0,1009.8,16.1,13.0,140,217.0
29.4,13.9,38.0,1008.9,16.1,14.8,170,223.72
30.0,13.9,37.0,1008.1,16.1,7.4,0,220.87
30.0,11.7,32.0,1007.2,16.1,9.3,0,219.47
28.9,11.7,34.0,1006.7,16.1,9.3,150,211.22
28.3,12.2,37.0,1006.5,16.1,0.0,0,184.62
27.8,13.9,42.0,1006.7,16.1,0.0,0,153.09
27.2,12.8,41.0,1006.7,16.1,7.4,80,153.05
25.6,15.6,54.0,1006.6,16.1,0.0,0,161.38
25.0,16.7,60.0,1006.7,16.1,9.3,240,120.68
